date,user,pc,activity
2011-05-02 08:04:00,CJW2087,PC-8114,Logon
2011-05-02 08:04:00,CND3037,PC-2214,Logon
2011-05-02 08:04:00,CSL2055,PC-3543,Logon
2011-05-02 08:04:00,CTJ0669,PC-9441,Logon
2011-05-02 08:04:00,DMR2518,PC-9554,Logon
2011-05-02 08:04:00,DNB1999,PC-1294,Logon
2011-05-02 08:04:00,DOC1734,PC-6843,Logon
2011-05-02 08:04:00,DTA2223,PC-6927,Logon
2011-05-02 08:04:00,EAB2522,PC-9265,Logon
2011-05-02 08:04:00,EKH2084,PC-2825,Logon
2011-05-02 08:04:00,GBC0907,PC-6919,Logon
2011-05-02 08:04:00,GJT1292,PC-7911,Logon
2011-05-02 08:04:00,GTG1348,PC-6724,Logon
2011-05-02 08:04:00,HCR1322,PC-6245,Logon
2011-05-02 08:04:00,HLD1109,PC-8494,Logon
2011-05-02 08:04:00,HOJ2172,PC-7189,Logon
2011-05-02 08:04:00,IGB1902,PC-6485,Logon
2011-05-02 08:04:00,JKD1115,PC-5582,Logon
2011-05-02 08:04:00,JPF1296,PC-8625,Logon
2011-05-02 08:04:00,KCS0605,PC-6070,Logon
2011-05-02 08:04:00,KEH0665,PC-7561,Logon
2011-05-02 08:04:00,KOB2624,PC-1367,Logon
2011-05-02 08:04:00,KOE0908,PC-4924,Logon
2011-05-02 08:04:00,LBW3159,PC-8176,Logon
2011-05-02 08:04:00,LDN2514,PC-4915,Logon
2011-05-02 08:04:00,LDW0620,PC-3575,Logon
2011-05-02 08:04:00,LEP2922,PC-5167,Logon
2011-05-02 08:04:00,LRU3765,PC-2689,Logon
2011-05-02 08:04:00,MAR2386,PC-5153,Logon
2011-05-02 08:04:00,MCO3164,PC-0012,Logon
2011-05-02 08:04:00,MHS1146,PC-5837,Logon
2011-05-02 08:04:00,MJB3866,PC-0119,Logon
2011-05-02 08:04:00,MLV0088,PC-2052,Logon
2011-05-02 08:04:00,MML2045,PC-1737,Logon
2011-05-02 08:04:00,MTN1330,PC-0144,Logon
2011-05-02 08:04:00,MTW3317,PC-7123,Logon
2011-05-02 08:04:00,NHK2846,PC-7578,Logon
2011-05-02 08:04:00,NRG1562,PC-8583,Logon
2011-05-02 08:04:00,NSR2539,PC-3893,Logon
2011-05-02 08:04:00,OJR2085,PC-1587,Logon
2011-05-02 08:04:00,PSS2051,PC-8981,Logon
2011-05-02 08:04:00,QSG2525,PC-5924,Logon
2011-05-02 08:04:00,RJM3957,PC-9423,Logon
2011-05-02 08:04:00,RMN1355,PC-9590,Logon
2011-05-02 08:04:00,SDN2932,PC-5622,Logon
2011-05-02 08:04:00,SIP2907,PC-8413,Logon
2011-05-02 08:04:00,SKM1287,PC-1353,Logon
2011-05-02 08:04:00,SLB2519,PC-0662,Logon
2011-05-02 08:04:00,SLD1639,PC-7478,Logon
2011-05-02 08:04:00,SXO3514,PC-9314,Logon
2011-05-02 08:04:00,TCP2520,PC-7506,Logon
2011-05-02 08:04:00,TGP1343,PC-6751,Logon
2011-05-02 08:04:00,TVC2918,PC-0993,Logon
2011-05-02 08:04:00,VJM1336,PC-1851,Logon
2011-05-02 08:04:00,WDH0910,PC-9803,Logon
2011-05-02 08:04:00,WNR0661,PC-2228,Logon
2011-05-02 08:04:00,WWS0645,PC-5452,Logon
2011-05-02 08:04:00,XAL2816,PC-1348,Logon
2011-05-02 08:04:00,YKM2435,PC-7598,Logon
2011-05-02 08:04:00,ZNA0921,PC-4344,Logon
2011-05-02 08:05:00,AAD3030,PC-2051,Logon
2011-05-02 08:05:00,AFH1757,PC-2404,Logon
2011-05-02 08:05:00,AGM3372,PC-0010,Logon
2011-05-02 08:05:00,AIJ0383,PC-1820,Logon
2011-05-02 08:05:00,AIP1614,PC-4251,Logon
2011-05-02 08:05:00,ARM0771,PC-7930,Logon
2011-05-02 08:05:00,AVV2056,PC-1090,Logon
2011-05-02 08:05:00,AYD2775,PC-3839,Logon
2011-05-02 08:05:00,BNB3370,PC-5318,Logon
2011-05-02 08:05:00,CMM3674,PC-1232,Logon
2011-05-02 08:05:00,DGN3358,PC-5303,Logon
2011-05-02 08:05:00,DLM0608,PC-7465,Logon
2011-05-02 08:05:00,DTW1276,PC-7063,Logon
2011-05-02 08:05:00,EJS1338,PC-1311,Logon
2011-05-02 08:05:00,ENS1748,PC-5920,Logon
2011-05-02 08:05:00,ERH0815,PC-8786,Logon
2011-05-02 08:05:00,GCT3750,PC-3948,Logon
2011-05-02 08:05:00,GDS3165,PC-1023,Logon
2011-05-02 08:05:00,GEB3975,PC-0586,Logon
2011-05-02 08:05:00,GJB2659,PC-5426,Logon
2011-05-02 08:05:00,HRF2044,PC-5996,Logon
2011-05-02 08:05:00,IAA3012,PC-0978,Logon
2011-05-02 08:05:00,IKC1205,PC-8568,Logon
2011-05-02 08:05:00,IMC3296,PC-2659,Logon
2011-05-02 08:05:00,IOR0152,PC-0525,Logon
2011-05-02 08:05:00,JKC3349,PC-5352,Logon
2011-05-02 08:05:00,LBB0453,PC-5980,Logon
2011-05-02 08:05:00,MBL1247,PC-8458,Logon
2011-05-02 08:05:00,MIA3825,PC-1415,Logon
2011-05-02 08:05:00,MKN3375,PC-8046,Logon
2011-05-02 08:05:00,MNW1827,PC-4762,Logon
2011-05-02 08:05:00,MRH2516,PC-3399,Logon
2011-05-02 08:05:00,MRW3143,PC-3463,Logon
2011-05-02 08:05:00,PEV3955,PC-4993,Logon
2011-05-02 08:05:00,QIT3029,PC-6957,Logon
2011-05-02 08:05:00,QRR1242,PC-3715,Logon
2011-05-02 08:05:00,RSV2438,PC-9935,Logon
2011-05-02 08:05:00,SAD3259,PC-5036,Logon
2011-05-02 08:05:00,SAH2292,PC-5946,Logon
2011-05-02 08:05:00,SCM3950,PC-1837,Logon
2011-05-02 08:05:00,SDC2793,PC-9174,Logon
2011-05-02 08:05:00,SMS1114,PC-3623,Logon
2011-05-02 08:05:00,SRB2600,PC-8661,Logon
2011-05-02 08:05:00,STJ2043,PC-8935,Logon
2011-05-02 08:05:00,TAM3048,PC-9889,Logon
2011-05-02 08:05:00,TLC1147,PC-7504,Logon
2011-05-02 08:05:00,UAH3940,PC-6849,Logon
2011-05-02 08:05:00,WES2531,PC-0803,Logon
2011-05-02 08:05:00,ZCT1009,PC-6867,Logon
2011-05-02 08:05:00,ZDC2523,PC-2312,Logon
2011-05-02 08:05:00,ZSW2155,PC-0406,Logon
2011-05-02 08:06:00,ADP3667,PC-3802,Logon
2011-05-02 08:06:00,ALN2046,PC-3198,Logon
2011-05-02 08:06:00,ALS3440,PC-6258,Logon
2011-05-02 08:06:00,ANC1319,PC-3496,Logon
2011-05-02 08:06:00,BAB0518,PC-8559,Logon
2011-05-02 08:06:00,BMV1886,PC-9912,Logon
2011-05-02 08:06:00,CAS3022,PC-4836,Logon
2011-05-02 08:06:00,CBB2904,PC-1498,Logon
2011-05-02 08:06:00,CBW2427,PC-8292,Logon
2011-05-02 08:06:00,CCH3489,PC-7391,Logon
2011-05-02 08:06:00,CQH1505,PC-3044,Logon
2011-05-02 08:06:00,CST2863,PC-0657,Logon
2011-05-02 08:06:00,DLM2440,PC-6366,Logon
2011-05-02 08:06:00,EFC1153,PC-2177,Logon
2011-05-02 08:06:00,EGG3374,PC-5667,Logon
2011-05-02 08:06:00,FCB0563,PC-6745,Logon
2011-05-02 08:06:00,FDV1224,PC-3565,Logon
2011-05-02 08:06:00,FZB3046,PC-1761,Logon
2011-05-02 08:06:00,HDH3751,PC-9022,Logon
2011-05-02 08:06:00,HJA0779,PC-4887,Logon
2011-05-02 08:06:00,ISR0021,PC-2885,Logon
2011-05-02 08:06:00,JCS0380,PC-4189,Logon
2011-05-02 08:06:00,JPS2432,PC-3664,Logon
2011-05-02 08:06:00,KAV2926,PC-3441,Logon
2011-05-02 08:06:00,KBF2661,PC-5922,Logon
2011-05-02 08:06:00,KOW3756,PC-1867,Logon
2011-05-02 08:06:00,LAB1297,PC-3888,Logon
2011-05-02 08:06:00,LAR0625,PC-7110,Logon
2011-05-02 08:06:00,LQW1314,PC-3932,Logon
2011-05-02 08:06:00,MHS2634,PC-0208,Logon
2011-05-02 08:06:00,MHV1529,PC-1457,Logon
2011-05-02 08:06:00,MMB2285,PC-6678,Logon
2011-05-02 08:06:00,MQM1638,PC-2723,Logon
2011-05-02 08:06:00,MSW0973,PC-3111,Logon
2011-05-02 08:06:00,NAK2784,PC-0164,Logon
2011-05-02 08:06:00,NWH2076,PC-6512,Logon
2011-05-02 08:06:00,OJM1324,PC-9167,Logon
2011-05-02 08:06:00,QBR2250,PC-5642,Logon
2011-05-02 08:06:00,QIC1832,PC-0378,Logon
2011-05-02 08:06:00,QNW0977,PC-8353,Logon
2011-05-02 08:06:00,RGB1581,PC-2984,Logon
2011-05-02 08:06:00,SAM3862,PC-4718,Logon
2011-05-02 08:06:00,VCV2521,PC-2244,Logon
2011-05-02 08:06:00,WIB3670,PC-1095,Logon
2011-05-02 08:06:00,XRP3102,PC-2271,Logon
2011-05-02 08:07:00,AAS0144,PC-2579,Logon
2011-05-02 08:07:00,ACG3819,PC-6177,Logon
2011-05-02 08:07:00,ADR1517,PC-2902,Logon
2011-05-02 08:07:00,AKL1305,PC-4394,Logon
2011-05-02 08:07:00,ASC0177,PC-5883,Logon
2011-05-02 08:07:00,BHC2049,PC-8591,Logon
2011-05-02 08:07:00,BJV2631,PC-8293,Logon
2011-05-02 08:07:00,BKF1545,PC-9378,Logon
2011-05-02 08:07:00,BRD3314,PC-8310,Logon
2011-05-02 08:07:00,CAC0147,PC-9548,Logon
2011-05-02 08:07:00,CDS2792,PC-2759,Logon
2011-05-02 08:07:00,CGT3148,PC-9786,Logon
2011-05-02 08:07:00,CIJ3941,PC-3551,Logon
2011-05-02 08:07:00,CJH3136,PC-5362,Logon
2011-05-02 08:07:00,CMC1642,PC-8846,Logon
2011-05-02 08:07:00,CMS0010,PC-5201,Logon
2011-05-02 08:07:00,CSB2910,PC-9530,Logon
2011-05-02 08:07:00,DEY2638,PC-3389,Logon
2011-05-02 08:07:00,ESS3318,PC-2607,Logon
2011-05-02 08:07:00,FJO1828,PC-6163,Logon
2011-05-02 08:07:00,GKW2306,PC-6051,Logon
2011-05-02 08:07:00,HBS0255,PC-2041,Logon
2011-05-02 08:07:00,HDG2848,PC-6348,Logon
2011-05-02 08:07:00,HLM1007,PC-6717,Logon
2011-05-02 08:07:00,LAE1350,PC-2872,Logon
2011-05-02 08:07:00,LHG3145,PC-2676,Logon
2011-05-02 08:07:00,MAM2630,PC-6842,Logon
2011-05-02 08:07:00,MCW0674,PC-3018,Logon
2011-05-02 08:07:00,MJS0832,PC-9768,Logon
2011-05-02 08:07:00,NEE1632,PC-2732,Logon
2011-05-02 08:07:00,NHR2050,PC-6901,Logon
2011-05-02 08:07:00,OLB2930,PC-4955,Logon
2011-05-02 08:07:00,ORM1484,PC-6398,Logon
2011-05-02 08:07:00,SGV2780,PC-1287,Logon
2011-05-02 08:07:00,SIM3373,PC-2278,Logon
2011-05-02 08:07:00,SZB0321,PC-4673,Logon
2011-05-02 08:07:00,VKT2228,PC-6785,Logon
2011-05-02 08:07:00,VNG0916,PC-9010,Logon
2011-05-02 08:07:00,WUH2238,PC-0850,Logon
2011-05-02 08:07:00,ZVB2656,PC-6247,Logon
2011-05-02 08:08:00,ADP1625,PC-5506,Logon
2011-05-02 08:08:00,ANO2653,PC-5670,Logon
2011-05-02 08:08:00,ASW1918,PC-3162,Logon
2011-05-02 08:08:00,BEH2307,PC-2067,Logon
2011-05-02 08:08:00,BRM0143,PC-2661,Logon
2011-05-02 08:08:00,CBR0121,PC-2466,Logon
2011-05-02 08:08:00,CJG3002,PC-5995,Logon
2011-05-02 08:08:00,CSE1265,PC-7630,Logon
2011-05-02 08:08:00,CWP1829,PC-3117,Logon
2011-05-02 08:08:00,DBS1363,PC-1414,Logon
2011-05-02 08:08:00,DSM2400,PC-4455,Logon
2011-05-02 08:08:00,EIY2749,PC-4187,Logon
2011-05-02 08:08:00,EJP2975,PC-9179,Logon
2011-05-02 08:08:00,HCB1643,PC-2440,Logon
2011-05-02 08:08:00,JAM2248,PC-9944,Logon
2011-05-02 08:08:00,JDH3762,PC-6791,Logon
2011-05-02 08:08:00,JEH2847,PC-6613,Logon
2011-05-02 08:08:00,JIW2086,PC-5671,Logon
2011-05-02 08:08:00,JLM3150,PC-8694,Logon
2011-05-02 08:08:00,KJS0119,PC-1041,Logon
2011-05-02 08:08:00,KKL1310,PC-9915,Logon
2011-05-02 08:08:00,KMR0373,PC-8936,Logon
2011-05-02 08:08:00,KMW1008,PC-9627,Logon
2011-05-02 08:08:00,LMH3831,PC-8433,Logon
2011-05-02 08:08:00,LRL1316,PC-0485,Logon
2011-05-02 08:08:00,LUK1182,PC-0841,Logon
2011-05-02 08:08:00,MCJ3137,PC-2059,Logon
2011-05-02 08:08:00,MLW0296,PC-9790,Logon
2011-05-02 08:08:00,OMB3507,PC-2374,Logon
2011-05-02 08:08:00,PJS2078,PC-4737,Logon
2011-05-02 08:08:00,PRH1717,PC-4997,Logon
2011-05-02 08:08:00,RDC0378,PC-0020,Logon
2011-05-02 08:08:00,SBK3515,PC-9403,Logon
2011-05-02 08:08:00,SHM2429,PC-1798,Logon
2011-05-02 08:08:00,SVM0770,PC-9787,Logon
2011-05-02 08:08:00,ZNB3313,PC-4730,Logon
2011-05-02 08:09:00,AGB3303,PC-3574,Logon
2011-05-02 08:09:00,AKL1605,PC-2670,Logon
2011-05-02 08:09:00,ASD0993,PC-2039,Logon
2011-05-02 08:09:00,BNH3516,PC-8198,Logon
2011-05-02 08:09:00,BPN3051,PC-1310,Logon
2011-05-02 08:09:00,BTV0644,PC-5327,Logon
2011-05-02 08:09:00,CKB0169,PC-0166,Logon
2011-05-02 08:09:00,DAH3331,PC-1489,Logon
2011-05-02 08:09:00,DCM3596,PC-0355,Logon
2011-05-02 08:09:00,DER2162,PC-8922,Logon
2011-05-02 08:09:00,DRM2927,PC-8241,Logon
2011-05-02 08:09:00,DSJ1384,PC-3080,Logon
2011-05-02 08:09:00,ELC1833,PC-6189,Logon
2011-05-02 08:09:00,GAH0525,PC-7394,Logon
2011-05-02 08:09:00,GFV3163,PC-0460,Logon
2011-05-02 08:09:00,HAG3665,PC-9460,Logon
2011-05-02 08:09:00,HHL2311,PC-6293,Logon
2011-05-02 08:09:00,HIP0148,PC-3393,Logon
2011-05-02 08:09:00,HJB0286,PC-5799,Logon
2011-05-02 08:09:00,HLD1270,PC-2381,Logon
2011-05-02 08:09:00,IIG0772,PC-7241,Logon
2011-05-02 08:09:00,JGR3488,PC-3814,Logon
2011-05-02 08:09:00,JLR3930,PC-5529,Logon
2011-05-02 08:09:00,LCP0572,PC-1299,Logon
2011-05-02 08:09:00,LMF0670,PC-2527,Logon
2011-05-02 08:09:00,LSM2234,PC-0685,Logon
2011-05-02 08:09:00,MCB0591,PC-8742,Logon
2011-05-02 08:09:00,MDG0657,PC-5285,Logon
2011-05-02 08:09:00,MSB0830,PC-8696,Logon
2011-05-02 08:09:00,NBC0607,PC-9873,Logon
2011-05-02 08:09:00,NBN2651,PC-3907,Logon
2011-05-02 08:09:00,NJM3961,PC-1857,Logon
2011-05-02 08:09:00,NJR1714,PC-7381,Logon
2011-05-02 08:09:00,NNM2862,PC-2840,Logon
2011-05-02 08:09:00,NSE3944,PC-8473,Logon
2011-05-02 08:09:00,OGW0251,PC-2173,Logon
2011-05-02 08:09:00,PCS1747,PC-3979,Logon
2011-05-02 08:09:00,RGB1346,PC-8345,Logon
2011-05-02 08:09:00,SIP2293,PC-1512,Logon
2011-05-02 08:09:00,SKG1731,PC-4724,Logon
2011-05-02 08:09:00,SWE3155,PC-4509,Logon
2011-05-02 08:09:00,TCH2233,PC-3237,Logon
2011-05-02 08:09:00,WDL0140,PC-4473,Logon
2011-05-02 08:09:00,XKW2303,PC-8785,Logon
2011-05-02 08:10:00,AGL3519,PC-2694,Logon
2011-05-02 08:10:00,AJO2788,PC-7606,Logon
2011-05-02 08:10:00,ALS2669,PC-7658,Logon
2011-05-02 08:10:00,ARS3506,PC-1528,Logon
2011-05-02 08:10:00,ATD0146,PC-9164,Logon
2011-05-02 08:10:00,AUA0826,PC-6416,Logon
2011-05-02 08:10:00,AUG2242,PC-7535,Logon
2011-05-02 08:10:00,BBW0594,PC-5857,Logon
2011-05-02 08:10:00,BKM2643,PC-4028,Logon
2011-05-02 08:10:00,BXG3763,PC-8976,Logon
2011-05-02 08:10:00,BXN0660,PC-8011,Logon
2011-05-02 08:10:00,CAM1323,PC-4428,Logon
2011-05-02 08:10:00,CCB3943,PC-5648,Logon
2011-05-02 08:10:00,CDC3413,PC-1539,Logon
2011-05-02 08:10:00,CHM2081,PC-0544,Logon
2011-05-02 08:10:00,CKB0596,PC-0510,Logon
2011-05-02 08:10:00,CRC0595,PC-6589,Logon
2011-05-02 08:10:00,CSM1212,PC-2546,Logon
2011-05-02 08:10:00,DAM0096,PC-7806,Logon
2011-05-02 08:10:00,DBB3846,PC-7413,Logon
2011-05-02 08:10:00,DRF3306,PC-5429,Logon
2011-05-02 08:10:00,DSM3954,PC-2904,Logon
2011-05-02 08:10:00,FAJ3101,PC-4658,Logon
2011-05-02 08:10:00,GND1618,PC-1429,Logon
2011-05-02 08:10:00,HAC1300,PC-8135,Logon
2011-05-02 08:10:00,HLM1564,PC-9292,Logon
2011-05-02 08:10:00,JCB3054,PC-7027,Logon
2011-05-02 08:10:00,JFL2674,PC-6677,Logon
2011-05-02 08:10:00,JJJ1267,PC-4873,Logon
2011-05-02 08:10:00,JJS2973,PC-4665,Logon
2011-05-02 08:10:00,JLG3764,PC-3100,Logon
2011-05-02 08:10:00,JQS2908,PC-2733,Logon
2011-05-02 08:10:00,LKS1010,PC-6331,Logon
2011-05-02 08:10:00,LRS2996,PC-4651,Logon
2011-05-02 08:10:00,LWB2851,PC-5558,Logon
2011-05-02 08:10:00,MGG1756,PC-1617,Logon
2011-05-02 08:10:00,MKW0157,PC-5404,Logon
2011-05-02 08:10:00,MLV3376,PC-1698,Logon
2011-05-02 08:10:00,MMB0185,PC-8639,Logon
2011-05-02 08:10:00,MPG1307,PC-2663,Logon
2011-05-02 08:10:00,MVA2547,PC-7293,Logon
2011-05-02 08:10:00,MVA3761,PC-9219,Logon
2011-05-02 08:10:00,NDB0517,PC-0939,Logon
2011-05-02 08:10:00,PRH2431,PC-0384,Logon
2011-05-02 08:10:00,RIB1582,PC-1108,Logon
2011-05-02 08:10:00,SIW2528,PC-6711,Logon
2011-05-02 08:10:00,SLB3039,PC-7407,Logon
2011-05-02 08:10:00,SRP2080,PC-7040,Logon
2011-05-02 08:10:00,SSF3031,PC-7727,Logon
2011-05-02 08:10:00,SYF3607,PC-1482,Logon
2011-05-02 08:10:00,TKC0514,PC-5772,Logon
2011-05-02 08:10:00,TLK0003,PC-7021,Logon
2011-05-02 08:10:00,VCF3273,PC-5191,Logon
2011-05-02 08:10:00,VSC0775,PC-5182,Logon
2011-05-02 08:10:00,WKC0573,PC-4485,Logon
2011-05-02 08:10:00,WRM0515,PC-5579,Logon
2011-05-02 08:10:00,XIW2655,PC-9408,Logon
2011-05-02 08:10:00,YJP2791,PC-6730,Logon
2011-05-02 08:11:00,ABK3081,PC-1563,Logon
2011-05-02 08:11:00,ACJ0014,PC-9013,Logon
2011-05-02 08:11:00,BAG2641,PC-8722,Logon
2011-05-02 08:11:00,BBB3612,PC-8399,Logon
2011-05-02 08:11:00,BDR0510,PC-1197,Logon
2011-05-02 08:11:00,BJG0662,PC-9833,Logon
2011-05-02 08:11:00,CJW0376,PC-5563,Logon
2011-05-02 08:11:00,CKH2230,PC-7346,Logon
2011-05-02 08:11:00,CLA1285,PC-9356,Logon
2011-05-02 08:11:00,CMM3753,PC-1139,Logon
2011-05-02 08:11:00,CSV3305,PC-5603,Logon
2011-05-02 08:11:00,CWA2554,PC-4110,Logon
2011-05-02 08:11:00,DJS1127,PC-6321,Logon
2011-05-02 08:11:00,DMG1298,PC-7251,Logon
2011-05-02 08:11:00,DRS0032,PC-3426,Logon
2011-05-02 08:11:00,ESH2077,PC-5720,Logon
2011-05-02 08:11:00,FGN0375,PC-9619,Logon
2011-05-02 08:11:00,HTR1551,PC-1026,Logon
2011-05-02 08:11:00,JRB2741,PC-9654,Logon
2011-05-02 08:11:00,KCC3658,PC-5651,Logon
2011-05-02 08:11:00,KGF2552,PC-6973,Logon
2011-05-02 08:11:00,KOM1306,PC-2679,Logon
2011-05-02 08:11:00,LAH3026,PC-2610,Logon
2011-05-02 08:11:00,LLB3769,PC-3815,Logon
2011-05-02 08:11:00,MCM2375,PC-4725,Logon
2011-05-02 08:11:00,MDG0019,PC-2991,Logon
2011-05-02 08:11:00,MEB2241,PC-5842,Logon
2011-05-02 08:11:00,MLP3859,PC-4645,Logon
2011-05-02 08:11:00,MMJ3368,PC-1958,Logon
2011-05-02 08:11:00,NEB0371,PC-2253,Logon
2011-05-02 08:11:00,NIR3139,PC-1403,Logon
2011-05-02 08:11:00,NJW2402,PC-3571,Logon
2011-05-02 08:11:00,OAW3013,PC-4864,Logon
2011-05-02 08:11:00,PCC0604,PC-2321,Logon
2011-05-02 08:11:00,PDG2607,PC-5677,Logon
2011-05-02 08:11:00,RBH3142,PC-1751,Logon
2011-05-02 08:11:00,SLS0834,PC-4083,Logon
2011-05-02 08:11:00,TAE1559,PC-2014,Logon
2011-05-02 08:11:00,TDW1746,PC-6145,Logon
2011-05-02 08:11:00,WEV2867,PC-0229,Logon
2011-05-02 08:11:48,SWH1053,PC-0352,Logon
2011-05-02 08:12:00,ATB1273,PC-5881,Logon
2011-05-02 08:12:00,BGK0603,PC-3679,Logon
2011-05-02 08:12:00,BJR0774,PC-5248,Logon
2011-05-02 08:12:00,BQK2024,PC-9066,Logon
2011-05-02 08:12:00,CJH2921,PC-9096,Logon
2011-05-02 08:12:00,CTP2225,PC-1784,Logon
2011-05-02 08:12:00,DNS1758,PC-1055,Logon
2011-05-02 08:12:00,DSM1286,PC-1155,Logon
2011-05-02 08:12:00,DYH0315,PC-2296,Logon
2011-05-02 08:12:00,EJH2799,PC-6034,Logon
2011-05-02 08:12:00,EKN3760,PC-4765,Logon
2011-05-02 08:12:00,IPK2575,PC-0615,Logon
2011-05-02 08:12:00,JLW2924,PC-3606,Logon
2011-05-02 08:12:00,KNA1279,PC-3452,Logon
2011-05-02 08:12:00,LCF1216,PC-4777,Logon
2011-05-02 08:12:00,LFB1624,PC-5668,Logon
2011-05-02 08:12:00,LGR3119,PC-0339,Logon
2011-05-02 08:12:00,MCS0512,PC-5939,Logon
2011-05-02 08:12:00,MJB2167,PC-9804,Logon
2011-05-02 08:12:00,RDF1248,PC-6496,Logon
2011-05-02 08:12:00,RDM1174,PC-3973,Logon
2011-05-02 08:12:00,RKW1754,PC-2367,Logon
2011-05-02 08:12:00,RLP3268,PC-9926,Logon
2011-05-02 08:12:00,SHP1418,PC-1385,Logon
2011-05-02 08:12:00,SKM1369,PC-9618,Logon
2011-05-02 08:12:00,UCW2995,PC-7862,Logon
2011-05-02 08:12:00,ZND2154,PC-1542,Logon
2011-05-02 08:13:00,ABO1173,PC-8764,Logon
2011-05-02 08:13:00,AIV3936,PC-7452,Logon
2011-05-02 08:13:00,CNE2161,PC-9649,Logon
2011-05-02 08:13:00,IRC3952,PC-0936,Logon
2011-05-02 08:13:00,LEC3857,PC-2675,Logon
2011-05-02 08:13:00,MFK0902,PC-9063,Logon
2011-05-02 08:13:00,MJK0037,PC-6578,Logon
2011-05-02 08:13:00,NBF3844,PC-9221,Logon
2011-05-02 08:13:00,NLC2601,PC-2938,Logon
2011-05-02 08:13:00,NLN0513,PC-6499,Logon
2011-05-02 08:13:00,THR3371,PC-7580,Logon
2011-05-02 08:13:00,VMJ3068,PC-4265,Logon
2011-05-02 08:13:00,ZHF1006,PC-8447,Logon
2011-05-02 08:14:00,ASS0280,PC-0388,Logon
2011-05-02 08:14:00,BIG3946,PC-9722,Logon
2011-05-02 08:14:00,CDS1579,PC-4805,Logon
2011-05-02 08:14:00,GCM0813,PC-0795,Logon
2011-05-02 08:14:00,JTN2073,PC-1274,Logon
2011-05-02 08:14:00,KCD0181,PC-0426,Logon
2011-05-02 08:14:00,NCB2660,PC-4683,Logon
2011-05-02 08:14:00,NLP0155,PC-1298,Logon
2011-05-02 08:14:00,PTR2613,PC-8317,Logon
2011-05-02 08:14:00,RCB2424,PC-1444,Logon
2011-05-02 08:15:00,ACG0312,PC-4136,Logon
2011-05-02 08:15:00,AJC3010,PC-8864,Logon
2011-05-02 08:15:00,AJH2110,PC-9744,Logon
2011-05-02 08:15:00,AJS3899,PC-5142,Logon
2011-05-02 08:15:00,AKH1534,PC-1866,Logon
2011-05-02 08:15:00,APB3823,PC-4062,Logon
2011-05-02 08:15:00,BGB3045,PC-3582,Logon
2011-05-02 08:15:00,BHM0430,PC-8815,Logon
2011-05-02 08:15:00,BJA1137,PC-9000,Logon
2011-05-02 08:15:00,BKW1032,PC-1293,Logon
2011-05-02 08:15:00,BXG1340,PC-7129,Logon
2011-05-02 08:15:00,CAG0888,PC-2944,Logon
2011-05-02 08:15:00,CCE0745,PC-3992,Logon
2011-05-02 08:15:00,CCM3075,PC-3917,Logon
2011-05-02 08:15:00,CDL0867,PC-5223,Logon
2011-05-02 08:15:00,CGC1132,PC-8269,Logon
2011-05-02 08:15:00,CJC1433,PC-5959,Logon
2011-05-02 08:15:00,CKC3072,PC-3951,Logon
2011-05-02 08:15:00,CNB1131,PC-0601,Logon
2011-05-02 08:15:00,CWC0490,PC-0960,Logon
2011-05-02 08:15:00,DAB2580,PC-9427,Logon
2011-05-02 08:15:00,DKS1509,PC-9974,Logon
2011-05-02 08:15:00,DMB1429,PC-4890,Logon
2011-05-02 08:15:00,DNM3903,PC-0215,Logon
2011-05-02 08:15:00,DRD0097,PC-8623,Logon
2011-05-02 08:15:00,DRF3992,PC-1609,Logon
2011-05-02 08:15:00,DSF2557,PC-0250,Logon
2011-05-02 08:15:00,DTC2566,PC-7298,Logon
2011-05-02 08:15:00,ECA1221,PC-0488,Logon
2011-05-02 08:15:00,EMK3809,PC-4281,Logon
2011-05-02 08:15:00,GAH1760,PC-0691,Logon
2011-05-02 08:15:00,GBH1126,PC-4688,Logon
2011-05-02 08:15:00,GBJ3604,PC-2186,Logon
2011-05-02 08:15:00,GFJ2582,PC-8904,Logon
2011-05-02 08:15:00,GJG0852,PC-1901,Logon
2011-05-02 08:15:00,HAH3895,PC-7788,Logon
2011-05-02 08:15:00,HES2103,PC-2929,Logon
2011-05-02 08:15:00,HNB2571,PC-4445,Logon
2011-05-02 08:15:00,HRL2565,PC-4584,Logon
2011-05-02 08:15:00,IAS0857,PC-5014,Logon
2011-05-02 08:15:00,JBW3852,PC-4957,Logon
2011-05-02 08:15:00,JCR1536,PC-8486,Logon
2011-05-02 08:15:00,JGN1767,PC-7818,Logon
2011-05-02 08:15:00,JHC3520,PC-1384,Logon
2011-05-02 08:15:00,JHE3080,PC-1480,Logon
2011-05-02 08:15:00,JZM1351,PC-4412,Logon
2011-05-02 08:15:00,KBB0890,PC-8111,Logon
2011-05-02 08:15:00,KGD3278,PC-3658,Logon
2011-05-02 08:15:00,KJH0588,PC-6484,Logon
2011-05-02 08:15:00,KKM0309,PC-5095,Logon
2011-05-02 08:15:00,KMB1761,PC-7969,Logon
2011-05-02 08:15:00,KNL0918,PC-6265,Logon
2011-05-02 08:15:00,KOP3802,PC-4381,Logon
2011-05-02 08:15:00,KRH0589,PC-3433,Logon
2011-05-02 08:15:00,LJC3980,PC-3708,Logon
2011-05-02 08:15:00,LSC3979,PC-7748,Logon
2011-05-02 08:15:00,LYS3814,PC-5692,Logon
