id,date,user,pc,activity
{H1D4-K9CH97AM-5225BXCO},2011-05-02 08:03:00,NRT1320,PC-2545,Logon
{O3Z7-P2YY74JQ-8704IEAK},2011-05-02 08:03:00,OSC1925,PC-7224,Logon
{K1Z2-I1PN90MY-3472RQDU},2011-05-02 08:03:00,PPT3162,PC-8730,Logon
{K1I1-Q1MK83UJ-8970ZOAH},2011-05-02 08:03:00,QSB1577,PC-3786,Logon
{Q8O9-O0CY64NP-0871OCYC},2011-05-02 08:03:00,QSM3147,PC-2487,Logon
{F3Y6-W5DT70FT-4235HFVV},2011-05-02 08:03:00,RBG3850,PC-8204,Logon
{V0G9-O1WV72OZ-2296YQAT},2011-05-02 08:03:00,RCB2645,PC-9885,Logon
{C6L6-V5AM54NQ-9043YTUD},2011-05-02 08:03:00,RHO0678,PC-9728,Logon
{D3V4-F3CY66QG-4643FLEO},2011-05-02 08:03:00,RNB0519,PC-7566,Logon
{B6A5-W0HR67EM-1411TNDR},2011-05-02 08:03:00,ROH1347,PC-1449,Logon
{J0D2-F7DO78ZJ-1977LSQA},2011-05-02 08:03:00,RXG1504,PC-9740,Logon
{O8O2-P4NV05MV-3263ZBLD},2011-05-02 08:03:00,SBD1557,PC-3205,Logon
{S2I1-N2KR75LW-8076HELI},2011-05-02 08:03:00,SCH3858,PC-0155,Logon
{M2I3-A9RL42XW-4501GRXM},2011-05-02 08:03:00,SGR0658,PC-4276,Logon
{R5H6-E6QP87UH-6601ZETX},2011-05-02 08:03:00,SHG1281,PC-7906,Logon
{D8X5-A2UY43JE-2061ZEPW},2011-05-02 08:03:00,SJD3032,PC-5294,Logon
{M2M9-U4VJ80MH-8181ZWFO},2011-05-02 08:03:00,SJL3355,PC-6102,Logon
{P0W5-H8ZT62KN-7719KUFN},2011-05-02 08:03:00,SJW0184,PC-3329,Logon
{P3Z2-L9DX78PC-6238EFWY},2011-05-02 08:03:00,SKB2635,PC-1035,Logon
{I0J2-X5OC72SS-1405HNMH},2011-05-02 08:03:00,SOD0442,PC-2841,Logon
{C0S4-I9WK09FL-4441PLFT},2011-05-02 08:03:00,TDM2859,PC-1350,Logon
{I3A2-U7OX30OS-3644UYJB},2011-05-02 08:03:00,TGH3351,PC-0681,Logon
{U8Q3-N8UO33ZD-9503JOIA},2011-05-02 08:03:00,TTD2873,PC-1696,Logon
{Y2R5-L0IU55RU-8271QWFM},2011-05-02 08:03:00,TTF2920,PC-1184,Logon
{M8G4-C5HD47UG-6250VRKD},2011-05-02 08:03:00,WGM1823,PC-4535,Logon
{A1E2-Q7XE57VV-2919DVKL},2011-05-02 08:03:00,XKL1317,PC-4861,Logon
{L6R8-T4GY19WL-7604GHYB},2011-05-02 08:03:00,YHH2785,PC-6831,Logon
{O2Y9-Y3RV23VT-8354HWEE},2011-05-02 08:03:00,ZVS1637,PC-6157,Logon
{B8W0-L6XG89NE-9602PKPY},2011-05-02 08:03:45,HAG3196,PC-4899,Logoff
{O9U3-D4HY23PI-6498MUWN},2011-05-02 08:04:00,AAF3937,PC-0313,Logon
{I8P1-J8PX38CP-3250VFHO},2011-05-02 08:04:00,ALH2916,PC-9121,Logon
{U5O1-X5GG97JV-8650OSKA},2011-05-02 08:04:00,ARF0575,PC-0243,Logon
{A6K6-W3BV75MN-0806EOIH},2011-05-02 08:04:00,ATF3951,PC-9344,Logon
{A5V1-N8IQ25JT-4770ELSQ},2011-05-02 08:04:00,AWM2286,PC-9806,Logon
{R6U6-P3MV21DY-8546PJCA},2011-05-02 08:04:00,AYL1635,PC-9175,Logon
{L3F4-S8JK54DH-1326RORY},2011-05-02 08:04:00,BDB2163,PC-0401,Logon
{O4R5-A0KT14KY-3942EFXE},2011-05-02 08:04:00,BFD1111,PC-5905,Logon
{B7E9-G3OE54FL-0935JMER},2011-05-02 08:04:00,BIT2790,PC-1900,Logon
{A8Y9-T7IO97SB-0552AMOI},2011-05-02 08:04:00,BKA0175,PC-5367,Logon
{U8E4-K6RC31AB-0012JWGO},2011-05-02 08:04:00,BWC2534,PC-7208,Logon
{U0R3-C4GU16HZ-0881INNC},2011-05-02 08:04:00,CAC3741,PC-2410,Logon
{V3S0-I5XE07GG-3811UADV},2011-05-02 08:04:00,CBM2858,PC-2444,Logon
{G2Q1-Y7IL03HY-8875SNPU},2011-05-02 08:04:00,CHL2644,PC-5653,Logon
{T3X1-E3GK17AG-0106VOYJ},2011-05-02 08:04:00,CJW2087,PC-8114,Logon
{W4J2-N6MP73EL-9509KOGN},2011-05-02 08:04:00,CND3037,PC-2214,Logon
{Q3N2-P6XK06JE-1081WHDC},2011-05-02 08:04:00,CSL2055,PC-3543,Logon
{S3U2-Y3DC02UE-2705DNOO},2011-05-02 08:04:00,CTJ0669,PC-9441,Logon
{Q5I9-G5KI59WI-4104GDXW},2011-05-02 08:04:00,DMR2518,PC-9554,Logon
{W9T6-Z6JP52EA-8384GNBR},2011-05-02 08:04:00,DNB1999,PC-1294,Logon
{V7N5-E4ZC52MF-8072ZBBO},2011-05-02 08:04:00,DOC1734,PC-6843,Logon
{C2R1-C9HD08HO-6717KMMV},2011-05-02 08:04:00,DTA2223,PC-6927,Logon
{M9Y2-S5KC19RO-7698TNKG},2011-05-02 08:04:00,EAB2522,PC-9265,Logon
{X7F8-T7JL36JB-9779ITMM},2011-05-02 08:04:00,EKH2084,PC-2825,Logon
{U2F2-O5PB67EL-1086QRGB},2011-05-02 08:04:00,GBC0907,PC-6919,Logon
{G1D2-Q7VZ22WB-8718NDBG},2011-05-02 08:04:00,GJT1292,PC-7911,Logon
{Z1Q0-N8BZ99FI-5359YHVX},2011-05-02 08:04:00,GTG1348,PC-6724,Logon
{B3V4-R3LA87VQ-4074UGOX},2011-05-02 08:04:00,HCR1322,PC-6245,Logon
{K0X4-Q6CI55SC-7506YBUI},2011-05-02 08:04:00,HLD1109,PC-8494,Logon
{I8S2-B6XF04UJ-8889ZTDM},2011-05-02 08:04:00,HOJ2172,PC-7189,Logon
{R7H3-B8NV50GR-0440POKA},2011-05-02 08:04:00,IGB1902,PC-6485,Logon
{X8T4-U1QQ48CM-0560YVKD},2011-05-02 08:04:00,JKD1115,PC-5582,Logon
{B9W6-S8EN78PH-5453EPII},2011-05-02 08:04:00,JPF1296,PC-8625,Logon
{E8Q7-O8VT22RC-8194VADP},2011-05-02 08:04:00,KCS0605,PC-6070,Logon
{B7R0-F7HW54TR-4623PCCQ},2011-05-02 08:04:00,KEH0665,PC-7561,Logon
{D4J9-E9BS62TJ-1695ZDKL},2011-05-02 08:04:00,KOB2624,PC-1367,Logon
{V3O5-D9FB61XE-9243WTZL},2011-05-02 08:04:00,KOE0908,PC-4924,Logon
{S5F1-B7EO63YR-3220VXEB},2011-05-02 08:04:00,LBW3159,PC-8176,Logon
{A3X2-U4OC60UB-3670WAEG},2011-05-02 08:04:00,LDN2514,PC-4915,Logon
{X7R1-S6CV36ZS-7203CMUL},2011-05-02 08:04:00,LDW0620,PC-3575,Logon
{E8Y5-C6JK00EQ-9818YWEN},2011-05-02 08:04:00,LEP2922,PC-5167,Logon
{E7N0-Y3TO91NJ-0229XBAM},2011-05-02 08:04:00,LRU3765,PC-2689,Logon
{B5S1-B4XP68NV-7249ESOT},2011-05-02 08:04:00,MAR2386,PC-5153,Logon
{A1G7-K2HR56EJ-0863ODPH},2011-05-02 08:04:00,MCO3164,PC-0012,Logon
{C0L9-D6HN10CY-4091LMFE},2011-05-02 08:04:00,MHS1146,PC-5837,Logon
{U4O4-X8TH38OB-1683HNQO},2011-05-02 08:04:00,MJB3866,PC-0119,Logon
{W7K7-C9BS55CJ-8281HCZO},2011-05-02 08:04:00,MLV0088,PC-2052,Logon
{N0V2-K2CU48VZ-1213WCFG},2011-05-02 08:04:00,MML2045,PC-1737,Logon
{X7C3-H8CB21ZV-5636UHWN},2011-05-02 08:04:00,MTN1330,PC-0144,Logon
{S4V5-S6CD19AG-5839SZMT},2011-05-02 08:04:00,MTW3317,PC-7123,Logon
{V1Y1-B7KC84BI-1863OWVQ},2011-05-02 08:04:00,NHK2846,PC-7578,Logon
{U0V8-V9TP51JZ-9880UFEQ},2011-05-02 08:04:00,NRG1562,PC-8583,Logon
{B3V0-J2ZK60BS-7698YHOQ},2011-05-02 08:04:00,NSR2539,PC-3893,Logon
{B5M3-Z3KX89GV-8493JAFO},2011-05-02 08:04:00,OJR2085,PC-1587,Logon
{P5N9-W9UU96XG-7910OOTI},2011-05-02 08:04:00,PSS2051,PC-8981,Logon
{S7B2-R4VQ76FH-8105KYJF},2011-05-02 08:04:00,QSG2525,PC-5924,Logon
{K7R6-S9CN14GP-3977MRFB},2011-05-02 08:04:00,RJM3957,PC-9423,Logon
{M2E9-B9TK46RJ-1524FSGG},2011-05-02 08:04:00,RMN1355,PC-9590,Logon
{G3B4-P7XD98WZ-6377XCUL},2011-05-02 08:04:00,SDN2932,PC-5622,Logon
{H5X5-Y4HI56AV-3796FQAP},2011-05-02 08:04:00,SIP2907,PC-8413,Logon
{B9Y6-C2VN33MY-3912BEIO},2011-05-02 08:04:00,SKM1287,PC-1353,Logon
{X2C6-J2FO84AG-5424ABGT},2011-05-02 08:04:00,SLB2519,PC-0662,Logon
{T2J5-A5JD54RP-1682KBHT},2011-05-02 08:04:00,SLD1639,PC-7478,Logon
{U1U3-I5XA61HA-7001ZWTL},2011-05-02 08:04:00,SXO3514,PC-9314,Logon
{O2Z9-S5TU01GX-8060MKZW},2011-05-02 08:04:00,TCP2520,PC-7506,Logon
{Q0W9-P1IC72PG-4717FKBD},2011-05-02 08:04:00,TGP1343,PC-6751,Logon
{O8J4-N8CQ00RU-6910WAOH},2011-05-02 08:04:00,TVC2918,PC-0993,Logon
{H7U2-C4TE31RX-2802TIIF},2011-05-02 08:04:00,VJM1336,PC-1851,Logon
{Y4T8-S1EQ61TR-5947ZRCO},2011-05-02 08:04:00,WDH0910,PC-9803,Logon
{N6A3-Q1YP68HT-8221LGSS},2011-05-02 08:04:00,WNR0661,PC-2228,Logon
{Y0S5-K1GM78BF-6403UQHL},2011-05-02 08:04:00,WWS0645,PC-5452,Logon
{H4C3-B7MD10JB-4221RXOB},2011-05-02 08:04:00,XAL2816,PC-1348,Logon
{Y9K5-E7SO85YB-7800NJZU},2011-05-02 08:04:00,YKM2435,PC-7598,Logon
{R7F1-J1JT87YO-0506HHRC},2011-05-02 08:04:00,ZNA0921,PC-4344,Logon
{N6N2-O3IX91KC-0634ABBT},2011-05-02 08:05:00,AAD3030,PC-2051,Logon
{I0O6-F7QM78NE-3731MYNG},2011-05-02 08:05:00,AFH1757,PC-2404,Logon
{E0T3-K8EW66QL-2948UQIY},2011-05-02 08:05:00,AGM3372,PC-0010,Logon
{C6C1-Q3FJ89KK-7699IAET},2011-05-02 08:05:00,AIJ0383,PC-1820,Logon
{F8E5-Q0EV73WO-3261TWXQ},2011-05-02 08:05:00,AIP1614,PC-4251,Logon
{M4Z8-Y2BO86RK-0112XLQR},2011-05-02 08:05:00,ARM0771,PC-7930,Logon
{L4T0-D3FC25CS-4000PKNG},2011-05-02 08:05:00,AVV2056,PC-1090,Logon
{K3N3-X0WB09SH-7236RWRU},2011-05-02 08:05:00,AYD2775,PC-3839,Logon
{S3G4-E9BM26LL-6809MRKH},2011-05-02 08:05:00,BNB3370,PC-5318,Logon
{L6P1-J7UI35IU-5822UMXH},2011-05-02 08:05:00,CMM3674,PC-1232,Logon
{Q1J2-K8YO59PM-8117FVQZ},2011-05-02 08:05:00,DGN3358,PC-5303,Logon
{R0Y2-G4YE45CB-4311QBHM},2011-05-02 08:05:00,DLM0608,PC-7465,Logon
{C3B6-R8RQ58BZ-9426ORYA},2011-05-02 08:05:00,DTW1276,PC-7063,Logon
{E7J8-A6OS45WX-6019WBLM},2011-05-02 08:05:00,EJS1338,PC-1311,Logon
{R3T8-A7JR04EF-6022YDQK},2011-05-02 08:05:00,ENS1748,PC-5920,Logon
{I1D4-Y9FO22KE-5278OMNH},2011-05-02 08:05:00,ERH0815,PC-8786,Logon
{B3G2-M6KA78DE-8770ORLZ},2011-05-02 08:05:00,GCT3750,PC-3948,Logon
{C7U2-N6RA39KY-8931DKPR},2011-05-02 08:05:00,GDS3165,PC-1023,Logon
{Q6J5-P6BR26RG-8645DKIO},2011-05-02 08:05:00,GEB3975,PC-0586,Logon
{R1V3-X9TW30XE-5574ZJEF},2011-05-02 08:05:00,GJB2659,PC-5426,Logon
{T4W8-F3RN17ZS-8677CZGZ},2011-05-02 08:05:00,HRF2044,PC-5996,Logon
{D4E6-D1OY54FH-0441QMWK},2011-05-02 08:05:00,IAA3012,PC-0978,Logon
{M0F1-X8DE69RL-0162JVRW},2011-05-02 08:05:00,IKC1205,PC-8568,Logon
{Y7D6-V4RL71QN-7802SFXE},2011-05-02 08:05:00,IMC3296,PC-2659,Logon
{N0B8-K0XA46IN-7169LSOC},2011-05-02 08:05:00,IOR0152,PC-0525,Logon
{L2G7-R4CA45VG-6738OWZG},2011-05-02 08:05:00,JKC3349,PC-5352,Logon
{A1M4-I3KU00AF-9507KOUW},2011-05-02 08:05:00,LBB0453,PC-5980,Logon
{N4Z6-O8CK46UF-0550NQWQ},2011-05-02 08:05:00,MBL1247,PC-8458,Logon
{D6Z4-C0ZH92JL-5964UIHF},2011-05-02 08:05:00,MIA3825,PC-1415,Logon
{O3E2-N9JY05JP-8912HMGO},2011-05-02 08:05:00,MKN3375,PC-8046,Logon
{Q0W2-K6PV38FH-4923DDLZ},2011-05-02 08:05:00,MNW1827,PC-4762,Logon
{Q4L3-J2MB50PY-7819FIVJ},2011-05-02 08:05:00,MRH2516,PC-3399,Logon
{I9X0-U8QW10CL-0913AAQR},2011-05-02 08:05:00,MRW3143,PC-3463,Logon
{X2S1-L6IY25QD-7214CEUP},2011-05-02 08:05:00,PEV3955,PC-4993,Logon
{S8D6-V8KT90JL-9518CDTT},2011-05-02 08:05:00,QIT3029,PC-6957,Logon
{V8O7-P3GK16LR-4396VCKB},2011-05-02 08:05:00,QRR1242,PC-3715,Logon
{U3J2-R8EK53AC-1068QKHR},2011-05-02 08:05:00,RSV2438,PC-9935,Logon
{Y4U9-N7OA38PF-1414FRBV},2011-05-02 08:05:00,SAD3259,PC-5036,Logon
{R8P1-O0SA70EJ-0077EFTA},2011-05-02 08:05:00,SAH2292,PC-5946,Logon
{J2N5-K6NF29AK-6841XDIK},2011-05-02 08:05:00,SCM3950,PC-1837,Logon
{J5E1-S4SF99JU-7394DVZW},2011-05-02 08:05:00,SDC2793,PC-9174,Logon
{C5V3-D7ZH53ZZ-9723CBBL},2011-05-02 08:05:00,SMS1114,PC-3623,Logon
{G0O2-O5RO39BP-1202UOUA},2011-05-02 08:05:00,SRB2600,PC-8661,Logon
{V9F7-Z1EQ28QJ-5893SIJV},2011-05-02 08:05:00,STJ2043,PC-8935,Logon
{Z4T6-J6XB17LM-5821PECC},2011-05-02 08:05:00,TAM3048,PC-9889,Logon
{H6P5-T1CF81MT-5664TSEM},2011-05-02 08:05:00,TLC1147,PC-7504,Logon
{R3W5-J8QX96RA-4212RJSI},2011-05-02 08:05:00,UAH3940,PC-6849,Logon
{H7H2-K8UW90MF-8505LWVT},2011-05-02 08:05:00,WES2531,PC-0803,Logon
{Q3X5-Y0VO43FD-7888SJZM},2011-05-02 08:05:00,ZCT1009,PC-6867,Logon
{U0P1-C5PJ20YE-0826PLIP},2011-05-02 08:05:00,ZDC2523,PC-2312,Logon
{Q2J1-U2OA28AY-5113WZZX},2011-05-02 08:05:00,ZSW2155,PC-0406,Logon
{M2V5-T1VY32ER-8560NZVD},2011-05-02 08:06:00,ADP3667,PC-3802,Logon
{E1B8-B5KR53SI-0865EPTO},2011-05-02 08:06:00,ALN2046,PC-3198,Logon
{H1O0-B7PQ14WQ-4725MRIG},2011-05-02 08:06:00,ALS3440,PC-6258,Logon
{T9J7-T0YM41UH-3418DJTE},2011-05-02 08:06:00,ANC1319,PC-3496,Logon
{N9V7-F9EL07MX-2173QDNU},2011-05-02 08:06:00,BAB0518,PC-8559,Logon
{F9N2-W4HV34NQ-7715OVFA},2011-05-02 08:06:00,BMV1886,PC-9912,Logon
{C6D9-U0NY97JN-3244IGMF},2011-05-02 08:06:00,CAS3022,PC-4836,Logon
{X2A1-V5ZP00DJ-1157ZPHD},2011-05-02 08:06:00,CBB2904,PC-1498,Logon
{J7L9-F2ZQ18NA-7438LZKQ},2011-05-02 08:06:00,CBW2427,PC-8292,Logon
{D5A0-F5PZ63NF-1467HCVX},2011-05-02 08:06:00,CCH3489,PC-7391,Logon
{D7K7-U5CS63OH-5036RAXB},2011-05-02 08:06:00,CQH1505,PC-3044,Logon
{Z4Z6-V2JE48VX-8379QLHD},2011-05-02 08:06:00,CST2863,PC-0657,Logon
{R5W4-B4DA52TS-8904ZOCB},2011-05-02 08:06:00,DLM2440,PC-6366,Logon
{M5Y1-E6OI52VX-0591VZJB},2011-05-02 08:06:00,EFC1153,PC-2177,Logon
{B7E1-E9NE09IG-7504UNVZ},2011-05-02 08:06:00,EGG3374,PC-5667,Logon
{W7F2-X6OZ33SI-0019CONV},2011-05-02 08:06:00,FCB0563,PC-6745,Logon
{T5W9-U6XS82TK-7081TOXI},2011-05-02 08:06:00,FDV1224,PC-3565,Logon
{S0D7-W9SA40FO-6639XOHY},2011-05-02 08:06:00,FZB3046,PC-1761,Logon
{N3Z2-P1GP03XN-2659DCAJ},2011-05-02 08:06:00,HDH3751,PC-9022,Logon
{O7D4-L4LP42RB-6051WHGX},2011-05-02 08:06:00,HJA0779,PC-4887,Logon
{A5J2-K6AP30KG-6541JPXD},2011-05-02 08:06:00,ISR0021,PC-2885,Logon
{S6Z2-I8JE11DC-5803UGUO},2011-05-02 08:06:00,JCS0380,PC-4189,Logon
{F2I9-S0PY17FR-3029EYKF},2011-05-02 08:06:00,JPS2432,PC-3664,Logon
{A1Y7-T6LL52NS-4571DOCB},2011-05-02 08:06:00,KAV2926,PC-3441,Logon
{J5N7-A6JY60EG-3795XQGQ},2011-05-02 08:06:00,KBF2661,PC-5922,Logon
{N9X6-X3EE39EK-4418HJWK},2011-05-02 08:06:00,KOW3756,PC-1867,Logon
{F0K7-Q9HC38BZ-5182COAH},2011-05-02 08:06:00,LAB1297,PC-3888,Logon
{D0B9-T0HD55JA-9805OBXW},2011-05-02 08:06:00,LAR0625,PC-7110,Logon
{T9K7-A6PZ05RO-8307OWQI},2011-05-02 08:06:00,LQW1314,PC-3932,Logon
{Y1S2-S8DP34PW-5602SIET},2011-05-02 08:06:00,MHS2634,PC-0208,Logon
{Q5G2-U4SG17TQ-7126TOFF},2011-05-02 08:06:00,MHV1529,PC-1457,Logon
{W4H8-X0NN20MU-6830BSLZ},2011-05-02 08:06:00,MMB2285,PC-6678,Logon
{O1S4-N6SV97HS-4612WTNB},2011-05-02 08:06:00,MQM1638,PC-2723,Logon
{A4J8-G3YE31BT-6150DFBH},2011-05-02 08:06:00,MSW0973,PC-3111,Logon
{K8G3-O6PI53RG-1888PMAW},2011-05-02 08:06:00,NAK2784,PC-0164,Logon
{J5B7-Q3QG29BD-3373LALI},2011-05-02 08:06:00,NWH2076,PC-6512,Logon
{V1Z3-B5DM72CU-8183LNPP},2011-05-02 08:06:00,OJM1324,PC-9167,Logon
{F4M3-A4QT63DN-6866SQFG},2011-05-02 08:06:00,QBR2250,PC-5642,Logon
{O9Z4-C1GL19FM-6257OWWE},2011-05-02 08:06:00,QIC1832,PC-0378,Logon
{J8C2-B7AB77IH-9735TRXR},2011-05-02 08:06:00,QNW0977,PC-8353,Logon
{L5K9-H8XW80OI-6463KGKN},2011-05-02 08:06:00,RGB1581,PC-2984,Logon
{K4E8-V6ZI64OR-4622LAVK},2011-05-02 08:06:00,SAM3862,PC-4718,Logon
{M5S4-K6EL94YU-4360EJGE},2011-05-02 08:06:00,VCV2521,PC-2244,Logon
{S6U5-A9JC74MP-4418LQRZ},2011-05-02 08:06:00,WIB3670,PC-1095,Logon
{V8T3-J2AF72CK-5710BPNW},2011-05-02 08:06:00,XRP3102,PC-2271,Logon
{L4V2-N7MH75FG-6013QOMW},2011-05-02 08:07:00,AAS0144,PC-2579,Logon
{Z9S7-K8ZF04MU-6647FAOU},2011-05-02 08:07:00,ACG3819,PC-6177,Logon
{S3M2-H7SM33HU-2983XSZQ},2011-05-02 08:07:00,ADR1517,PC-2902,Logon
{Q1A2-D2VK72JV-6612STXH},2011-05-02 08:07:00,AKL1305,PC-4394,Logon
{J0F4-B6ER53SW-2703JUQF},2011-05-02 08:07:00,ASC0177,PC-5883,Logon
{Q0V8-A9LW27MP-5747TWDB},2011-05-02 08:07:00,BHC2049,PC-8591,Logon
{A7R8-D6YR82IH-8628DCYD},2011-05-02 08:07:00,BJV2631,PC-8293,Logon
{W9B4-D1GQ44PX-0095XASO},2011-05-02 08:07:00,BKF1545,PC-9378,Logon
{X0S1-C6RP37UN-5166VDYH},2011-05-02 08:07:00,BRD3314,PC-8310,Logon
{P6D0-G7AP20BK-8902QCIG},2011-05-02 08:07:00,CAC0147,PC-9548,Logon
{R1I9-V6VV30RX-1515XDEN},2011-05-02 08:07:00,CDS2792,PC-2759,Logon
{E0U1-A2MZ91BL-3133ANBP},2011-05-02 08:07:00,CGT3148,PC-9786,Logon
{U2R9-J9OG58YD-4127GPVT},2011-05-02 08:07:00,CIJ3941,PC-3551,Logon
{T4D2-O7DO52AA-2306RKTC},2011-05-02 08:07:00,CJH3136,PC-5362,Logon
{Z7H4-Y6VD60IL-8004LYSJ},2011-05-02 08:07:00,CMC1642,PC-8846,Logon
{R0P2-I3XE59TR-4832FYAE},2011-05-02 08:07:00,CMS0010,PC-5201,Logon
{I3C2-R8QA73FT-3343XLMR},2011-05-02 08:07:00,CSB2910,PC-9530,Logon
{D1U2-Q1MA73MH-2943NOWF},2011-05-02 08:07:00,DEY2638,PC-3389,Logon
{R1F7-H3ML95BS-9611LVTO},2011-05-02 08:07:00,ESS3318,PC-2607,Logon
{H8U4-X9AD10HC-7017DMNQ},2011-05-02 08:07:00,FJO1828,PC-6163,Logon
{I4J9-R1LO90DB-2703MLLH},2011-05-02 08:07:00,GKW2306,PC-6051,Logon
{S5S4-S9QW17SA-3493SFRM},2011-05-02 08:07:00,HBS0255,PC-2041,Logon
{N9B1-R4OA37NG-4597TUQA},2011-05-02 08:07:00,HDG2848,PC-6348,Logon
{Y6F1-M3TG95BK-5292RJYA},2011-05-02 08:07:00,HLM1007,PC-6717,Logon
{W1O3-C1ZQ67PL-9482SEHV},2011-05-02 08:07:00,LAE1350,PC-2872,Logon
{Q9G4-S9AB74BC-7495VKPH},2011-05-02 08:07:00,LHG3145,PC-2676,Logon
{E1M0-V2TS16MY-2877TFCD},2011-05-02 08:07:00,MAM2630,PC-6842,Logon
{S2C3-R1CJ13QM-7051NDMS},2011-05-02 08:07:00,MCW0674,PC-3018,Logon
{X7F6-C9GX64BB-0798PZUO},2011-05-02 08:07:00,MJS0832,PC-9768,Logon
{Z5M8-L4FG61BC-8014KYNL},2011-05-02 08:07:00,NEE1632,PC-2732,Logon
{G7J5-Z3FX58DZ-2769WKXQ},2011-05-02 08:07:00,NHR2050,PC-6901,Logon
{K0T0-G3ZK29NU-2635VAVM},2011-05-02 08:07:00,OLB2930,PC-4955,Logon
{E2S6-U6KK67SK-6843UCUO},2011-05-02 08:07:00,ORM1484,PC-6398,Logon
{X5K7-H4FA45HS-8758HWVD},2011-05-02 08:07:00,SGV2780,PC-1287,Logon
{V2T6-S0FV29KD-1292DJQX},2011-05-02 08:07:00,SIM3373,PC-2278,Logon
{U8V8-T1IN37SF-1033ZBNC},2011-05-02 08:07:00,SZB0321,PC-4673,Logon
{N8J4-V1QK88YC-9359LFSC},2011-05-02 08:07:00,VKT2228,PC-6785,Logon
{G5C2-R1KM15MW-1727SHMG},2011-05-02 08:07:00,VNG0916,PC-9010,Logon
{F4S9-S2EI62HJ-0839NAPN},2011-05-02 08:07:00,WUH2238,PC-0850,Logon
{U5Y0-S4YF74KN-8314XGKO},2011-05-02 08:07:00,ZVB2656,PC-6247,Logon
{S5U2-X2JX99DD-8187VUUM},2011-05-02 08:08:00,ADP1625,PC-5506,Logon
{R6Q7-E3KN61JS-5113QWMF},2011-05-02 08:08:00,ANO2653,PC-5670,Logon
{G1A9-H9NE18QG-3952ZZOV},2011-05-02 08:08:00,ASW1918,PC-3162,Logon
{W9T7-A6NP91ZU-7338OBGN},2011-05-02 08:08:00,BEH2307,PC-2067,Logon
{C2V6-J4NY24SN-3922ZIEG},2011-05-02 08:08:00,BRM0143,PC-2661,Logon
{A3B4-D5GF65RB-2061YGYJ},2011-05-02 08:08:00,CBR0121,PC-2466,Logon
{O4Q3-O6BN67NX-8943DMEV},2011-05-02 08:08:00,CJG3002,PC-5995,Logon
{G3S4-M4ZA43SM-3695UWIK},2011-05-02 08:08:00,CSE1265,PC-7630,Logon
{F0J7-F5SB53JT-9545DEMH},2011-05-02 08:08:00,CWP1829,PC-3117,Logon
{X3Y9-X1TJ67CM-1873ZUCO},2011-05-02 08:08:00,DBS1363,PC-1414,Logon
{P1V8-H8ZQ81VP-6128QWSW},2011-05-02 08:08:00,DSM2400,PC-4455,Logon
{D8O4-Y8AG39AO-5394BWOX},2011-05-02 08:08:00,EIY2749,PC-4187,Logon
{K8I6-N4NJ98XH-5144MHWV},2011-05-02 08:08:00,EJP2975,PC-9179,Logon
{J6D7-I9BP51NP-9296XVJA},2011-05-02 08:08:00,HCB1643,PC-2440,Logon
{N5R2-J1QD98PF-5764JGDY},2011-05-02 08:08:00,JAM2248,PC-9944,Logon
{A7Y7-V3BP09MO-6413FGJD},2011-05-02 08:08:00,JDH3762,PC-6791,Logon
{U9P7-B7XD42GS-9583KQLA},2011-05-02 08:08:00,JEH2847,PC-6613,Logon
{A4V8-M0PZ00AA-0536YKWK},2011-05-02 08:08:00,JIW2086,PC-5671,Logon
{U8G1-P0CP59DL-3344NGDR},2011-05-02 08:08:00,JLM3150,PC-8694,Logon
{W0T6-T1WM55WE-7694REZX},2011-05-02 08:08:00,KJS0119,PC-1041,Logon
{Q9S9-P0WR64TF-5151GZFX},2011-05-02 08:08:00,KKL1310,PC-9915,Logon
{B8A4-H9TM86EA-4621MHYG},2011-05-02 08:08:00,KMR0373,PC-8936,Logon
{R7K2-J2OD87PM-1718HMAV},2011-05-02 08:08:00,KMW1008,PC-9627,Logon
{P6W0-C1OI94SI-5012MUSL},2011-05-02 08:08:00,LMH3831,PC-8433,Logon
{P7L2-Q2NR96GI-1303QWBS},2011-05-02 08:08:00,LRL1316,PC-0485,Logon
{Q1Q7-L3RK19MX-8382CQWU},2011-05-02 08:08:00,LUK1182,PC-0841,Logon
{L7R9-J8QJ58LJ-2116SKZP},2011-05-02 08:08:00,MCJ3137,PC-2059,Logon
{E4Z9-M9EF20SO-2171QAAQ},2011-05-02 08:08:00,MLW0296,PC-9790,Logon
{E4C6-C9FX84VB-4979GONR},2011-05-02 08:08:00,OMB3507,PC-2374,Logon
{A8L4-X4QU47CN-3215QFVB},2011-05-02 08:08:00,PJS2078,PC-4737,Logon
{S7I1-K4VV93QA-1024ZFNV},2011-05-02 08:08:00,PRH1717,PC-4997,Logon
{Y6J5-V4QJ39CY-2414URBI},2011-05-02 08:08:00,RDC0378,PC-0020,Logon
{C3I6-O0ER47VA-9914ZXML},2011-05-02 08:08:00,SBK3515,PC-9403,Logon
{T1P6-K6LV79KZ-6235HCQS},2011-05-02 08:08:00,SHM2429,PC-1798,Logon
{J8S6-V7IP29RD-9498IMZH},2011-05-02 08:08:00,SVM0770,PC-9787,Logon
{H5U9-H3LJ36WV-2429EKCS},2011-05-02 08:08:00,ZNB3313,PC-4730,Logon
